"","funding_round_investment_type","funding_round_year","funding_round_amount_usd_per_invsestor","funding_round_investor_count","investee_category_1","investee_category_2","investee_category_3","investee_category_groups_1","investee_category_groups_2","investee_category_groups_3","investee_employee_count","investee_org_founded_on","investee_org_name","investee_city_region_country","investee_urban_center_final","investee_country_code","investee_world_region","investee_world_sub_region","investor_name","investor_type","investor_class_1","investor_class_3","investor_class_2","investor_investment_count","investor_total_funding_usd","investor_category_list_1","investor_category_list_2","investor_category_list_3","investor_category_group_1","investor_category_group_2","investor_category_group_3","investor_employee_count","investor_city_region_country","investor_urban_center_final","investor_country_code","investor_world_region","investor_world_sub_region","investment_source","distance_km","investor_uuid","investee_org_uuid","funding_round_uuid"
"786","seed",2007,2e+05,5,"Art","Content","Crowdfunding","Clothing and Apparel","Content and Publishing","Design","11-50",NA,"Zivity","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Scott Banister","person","angel",NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"69ba8866-c721-28e3-8b53-d10d81cece26","60eb7215-061c-03cd-fdc5-b64a2bddbf5a","bfefb786-62b6-73ff-ee37-06fd7368dc12"
"787","seed",2007,2e+05,5,"Art","Content","Crowdfunding","Clothing and Apparel","Content and Publishing","Design","11-50",NA,"Zivity","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","James Hong","person","angel",NA,NA,28,NA,"Internet","Online Games","Software","Gaming","Internet Services","Software","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"c16549d3-837b-4da1-5ee9-d611665dfbba","60eb7215-061c-03cd-fdc5-b64a2bddbf5a","bfefb786-62b6-73ff-ee37-06fd7368dc12"
"788","series_a",2006,NA,1,"File Sharing","Information Services","Software","Information Technology","Internet Services","Software","1-10",NA,"Goowy","San Diego, California, USA","San Diego (Tijuana), USA","USA","Americas","Northern America","Mark Cuban","person","investment_partner",NA,"angel",240,NA,"Broadcasting","Media and Entertainment","Social","Community and Lifestyle","Content and Publishing","Media and Entertainment","101-250","Dallas, Texas, USA","Dallas, USA","USA","Americas","Northern America","outside",1903.85560733683,"ebae6782-7040-b515-9c89-36fb0a31e113","27437037-21b1-bdf7-e911-d0c5c7984058","31a78f21-eabd-4d1a-cdc3-20a089b63db7"
"789","seed",2007,NA,1,"Software","WebOS",NA,"Platforms","Software",NA,"unknown",NA,"Jooce","Paris, Ile-de-France, FRA","Paris, FRA","FRA","Europe","Western Europe","Mangrove Capital Partners","organization","private_equity_firm",NA,NA,170,NA,"Finance","Financial Services","Internet","Financial Services","Internet Services","Lending and Investments","1-10","Luxembourg, Luxembourg, LUX","Luxembourg, LUX","LUX","Europe","Western Europe","outside",294.719699880919,"2c8502f9-cf1a-7b91-9f10-7976a1bf753a","f345cad2-9144-52ab-a116-982aaa4c609c","f21ed30d-134c-1636-0264-55bb8d7d31f8"
"790","series_b",2007,7500000,4,"Advertising","Marketing","Music","Advertising","Gaming","Media and Entertainment","101-250",NA,"Metacafe","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Benchmark","organization","venture_capital",NA,NA,677,NA,"Angel Investment","Finance","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"fe2d1e8b-f607-3c9f-fad7-98fb8412f77e","20c1a9ac-9efc-049a-3618-5a24fb05a89e","25420f33-d0f6-f4c3-b4f2-cfc6b55f2a0d"
"791","series_b",2007,7500000,4,"Advertising","Marketing","Music","Advertising","Gaming","Media and Entertainment","101-250",NA,"Metacafe","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Highland Capital Partners","organization","venture_capital",NA,NA,497,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4328.49945848025,"b51ff078-c9d9-9f51-681d-4f9ac888e070","20c1a9ac-9efc-049a-3618-5a24fb05a89e","25420f33-d0f6-f4c3-b4f2-cfc6b55f2a0d"
"792","series_b",2007,7500000,4,"Advertising","Marketing","Music","Advertising","Gaming","Media and Entertainment","101-250",NA,"Metacafe","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Accel","organization","venture_capital",NA,NA,1940,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"501-1000","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"b08efc27-da40-505a-6f9d-c9e14247bf36","20c1a9ac-9efc-049a-3618-5a24fb05a89e","25420f33-d0f6-f4c3-b4f2-cfc6b55f2a0d"
"793","series_b",2007,7500000,4,"Advertising","Marketing","Music","Advertising","Gaming","Media and Entertainment","101-250",NA,"Metacafe","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","DAG Ventures","organization","venture_capital",NA,NA,260,NA,"Finance","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"65ee9a90-bb84-32ca-bb0c-59020fae9a20","20c1a9ac-9efc-049a-3618-5a24fb05a89e","25420f33-d0f6-f4c3-b4f2-cfc6b55f2a0d"
"794","series_a",2007,5500000,1,"Recruiting","Social Recruiting","Web Hosting","Internet Services","Professional Services",NA,"11-50",NA,"SelectMinds","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Bessemer Venture Partners","organization","venture_capital",NA,NA,1343,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4133.59610583857,"beadb218-e5fa-2686-bc95-4dfaa9acc2e8","d49f849d-29e1-3b1a-098e-f44cb6eb923e","35d076fc-39d6-bedd-fe9a-c2acd62d56b0"
"795","series_a",2007,3250000,2,"Artificial Intelligence","Audio","Developer APIs","Artificial Intelligence","Data and Analytics","Hardware","101-250",NA,"Vlingo","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Sigma Partners","organization","venture_capital",NA,NA,346,NA,"Financial Services","Venture Capital",NA,"Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",3.75135649032012,"8ca0a6a5-15ba-2e62-3d45-eac4cb4d41de","e78fd8b6-347f-eecf-b569-0d155627a1c5","1adc7d2a-779f-1db8-df37-9d21e7341116"
"796","series_a",2007,3250000,2,"Artificial Intelligence","Audio","Developer APIs","Artificial Intelligence","Data and Analytics","Hardware","101-250",NA,"Vlingo","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","CRV","organization","venture_capital",NA,NA,659,NA,"Consumer","Enterprise","FinTech","Financial Services","Lending and Investments","Other","11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",4328.49945848024,"1787528e-7bd3-a500-ba86-ac55205e7e21","e78fd8b6-347f-eecf-b569-0d155627a1c5","1adc7d2a-779f-1db8-df37-9d21e7341116"
"797","series_a",2006,3849016,1,"Events","Mobile","Social Network","Events","Internet Services","Media and Entertainment","11-50",NA,"ZYB","Copenhagen, Hovedstaden, DNK","Copenhagen, DNK","DNK","Europe","Northern Europe","Nordic Venture Partners (Sweden)","organization","venture_capital",NA,NA,32,NA,"Financial Services","Information and Communications Technology (ICT)","Semiconductor","Financial Services","Hardware","Information Technology","1-10","Copenhagen, Hovedstaden, DNK","Copenhagen, DNK","DNK","Europe","Northern Europe","inside",0,"21eb3023-4936-3a51-c433-fb29fd702955","f2452706-218e-46cc-b3fa-4d1f11ca2198","1f95384b-7527-c9b7-d2a0-ea5fba918110"
"798","angel",2007,83333.3333333333,3,"Gambling","Online Portals","Social Media","Gaming","Internet Services","Media and Entertainment","1-10",NA,"DotBlu","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Kevin Hartz","person","investment_partner",NA,"angel",97,NA,"Internet","Venture Capital",NA,"Financial Services","Internet Services","Lending and Investments","1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"77d5871f-f84c-8bd1-38f5-ce36ea09ed55","76e99ee7-8fae-b091-4710-e13b76b12f30","012be36d-8193-dad0-d59a-848f4e1aff9b"
"799","angel",2007,83333.3333333333,3,"Gambling","Online Portals","Social Media","Gaming","Internet Services","Media and Entertainment","1-10",NA,"DotBlu","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Keith Rabois","person","investment_partner",NA,"angel",62,NA,"Angel Investment","Finance","Financial Services","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"74a28ec8-c7e4-0810-2785-25e25cea88be","76e99ee7-8fae-b091-4710-e13b76b12f30","012be36d-8193-dad0-d59a-848f4e1aff9b"
"800","angel",2007,83333.3333333333,3,"Gambling","Online Portals","Social Media","Gaming","Internet Services","Media and Entertainment","1-10",NA,"DotBlu","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Jawed Karim","person","investment_partner",NA,"angel",20,NA,NA,NA,NA,NA,NA,NA,NA,"Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"249196c1-decd-4885-9bff-4f9c76bf652f","76e99ee7-8fae-b091-4710-e13b76b12f30","012be36d-8193-dad0-d59a-848f4e1aff9b"
"801","angel",2007,5e+05,2,"Finance","Financial Services","FinTech","Commerce and Shopping","Financial Services","Lending and Investments","251-500",NA,"Covestor","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Roger Ehrenberg","person","investment_partner",NA,"angel",32,NA,"Finance","Financial Services","FinTech","Financial Services","Lending and Investments",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",306.046349766581,"5f29980b-beb1-3aab-d9d6-a36ed687f6a0","d0515f69-4fc4-aff3-61b7-05c83efb6551","f2f71e6e-8f3a-de56-cb89-22ac6218712f"
"802","angel",2007,5e+05,2,"Finance","Financial Services","FinTech","Commerce and Shopping","Financial Services","Lending and Investments","251-500",NA,"Covestor","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","Simon Murdoch","person","investment_partner",NA,"angel",99,NA,"Enterprise Software","Finance","Financial Services","Financial Services","Lending and Investments","Software","1-10","London, England, GBR","London, GBR","GBR","Europe","Northern Europe","outside",5271.87338356728,"c71fb8a9-51aa-02d8-84c0-e80049d7be46","d0515f69-4fc4-aff3-61b7-05c83efb6551","f2f71e6e-8f3a-de56-cb89-22ac6218712f"
"803","series_a",2005,5600000,1,"Internet","Internet of Things","Music","Content and Publishing","Internet Services","Media and Entertainment","11-50",NA,"PureVideo Networks","Los Angeles, California, USA","Los Angeles, USA","USA","Americas","Northern America","SoftBank Capital","organization","private_equity_firm",NA,NA,300,NA,"Artificial Intelligence","Finance","Financial Services","Artificial Intelligence","Data and Analytics","Financial Services","101-250","Tokyo, Tokyo, JPN","Tokyo, JPN","JPN","Asia","Eastern Asia","outside",8819.48907459289,"ec26a756-d387-a455-c6fc-90fe11ece02c","85f021c5-877c-6ffc-c055-9324fe04a663","cc6561cc-78fe-67de-c64f-563d48cf2dd1"
"804","series_a",2005,2966666.66666667,3,"Digital Entertainment","Music","Video Streaming","Content and Publishing","Media and Entertainment","Music and Audio","11-50",NA,"Mevio","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sequoia Capital","organization","venture_capital",NA,NA,1839,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","101-250","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"0c867fde-2b9a-df10-fdb9-66b74f355f91","1eb828c4-af27-6967-4508-5ccffc69a863","9f160cb2-3575-3669-1841-f784aeb8bc63"
"805","series_a",2005,2966666.66666667,3,"Digital Entertainment","Music","Video Streaming","Content and Publishing","Media and Entertainment","Music and Audio","11-50",NA,"Mevio","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Kleiner Perkins","organization","venture_capital",NA,NA,1383,NA,"Finance","Financial Services","Incubators","Financial Services","Lending and Investments",NA,"251-500","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"2d0a5bf0-e53e-9a07-2243-9bcd561421ec","1eb828c4-af27-6967-4508-5ccffc69a863","9f160cb2-3575-3669-1841-f784aeb8bc63"
"806","series_a",2005,2966666.66666667,3,"Digital Entertainment","Music","Video Streaming","Content and Publishing","Media and Entertainment","Music and Audio","11-50",NA,"Mevio","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sherpalo Ventures","organization","angel_group",NA,NA,72,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","Menlo Park, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",42.1969729667974,"3770826e-7225-3584-f78a-a1cb11a38b1a","1eb828c4-af27-6967-4508-5ccffc69a863","9f160cb2-3575-3669-1841-f784aeb8bc63"
"807","series_a",2005,2333333.33333333,3,"Internet","Media and Entertainment","Video","Internet Services","Media and Entertainment","Video","1-10",NA,"MeeVee","Burlingame, California, USA","California Bay Area, USA","USA","Americas","Northern America","DEFTA Partners","organization","micro_vc",NA,NA,31,NA,"Information Technology","Venture Capital",NA,"Financial Services","Information Technology","Lending and Investments","1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",23.2639004823335,"9cbd0a3c-9287-2326-926e-611f711f786b","ac32bb92-c70a-d1de-3703-e285c46ecdb5","f9496f1d-1ab4-104b-f4f3-0fd2a4918a48"
"808","series_a",2005,2333333.33333333,3,"Internet","Media and Entertainment","Video","Internet Services","Media and Entertainment","Video","1-10",NA,"MeeVee","Burlingame, California, USA","California Bay Area, USA","USA","Americas","Northern America","Andera Partners","organization","private_equity_firm",NA,"venture_capital",188,48500000,"Advice","Banking","Financial Services","Financial Services","Lending and Investments","Media and Entertainment","51-100","Paris, Ile-de-France, FRA","Paris, FRA","FRA","Europe","Western Europe","outside",8977.39025127524,"763ec53f-e799-d604-1d22-40c0c0366a3d","ac32bb92-c70a-d1de-3703-e285c46ecdb5","f9496f1d-1ab4-104b-f4f3-0fd2a4918a48"
"809","series_a",2005,2333333.33333333,3,"Internet","Media and Entertainment","Video","Internet Services","Media and Entertainment","Video","1-10",NA,"MeeVee","Burlingame, California, USA","California Bay Area, USA","USA","Americas","Northern America","Walden Venture Capital","organization","venture_capital",NA,NA,87,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",23.2639004823335,"98e158f9-8bee-a447-c7f7-4cb7b0ef3ee8","ac32bb92-c70a-d1de-3703-e285c46ecdb5","f9496f1d-1ab4-104b-f4f3-0fd2a4918a48"
